// Fore each type of zone (Business, Countryside etc) we have a that controls the ped densities.
// There is a set of values for each time of the day in 2 hour increments (midnight, 2am, 4 am etc)
// There are 2 sets of values: Weekday & Weekend.
// #Peds is the maximum number of peds you can ever have.
// #Cars is the maximum number of cars you can ever have.

// 4 Values for Dealers Gang Cops Other. These are percentages and are used to take the
// number of Dealers, gang members etc down during certain times of the day.
// These numbers do not add up to anything. If they are all 100% you would get the full #Peds.

// A number of values for the different types of peds that are not Dealers, Gang members or cops.
// This is what is specified as 'Other' in the first 4 values.
// This number should add up to 100%. If it doesn't the game will scale it to 100% and print a warning.

////////////////////////////////////////////////////////////////////////////////////////
// BUSINESS
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 
////////////////////////////////////////////////////////////////////////////////////////


// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 

////////////////////////////////////////////////////////////////////////////////////////
// DESERT
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 



////////////////////////////////////////////////////////////////////////////////////////
// ENTERTAINMENT   - this is used for LA and SF (not lots of entertainers here)
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 

////////////////////////////////////////////////////////////////////////////////////////
// COUNTRYSIDE
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 


////////////////////////////////////////////////////////////////////////////////////////
// RESIDENTIAL_RICH
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
    2    3     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 2pm
    2    2     100      100 100  100        1       60       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 4pm
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6pm
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8pm
    2     3     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 10pm 
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1   // Midnight
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 2am
    2     2     100      100 100  100        1        1       15       1       1       1         1            1               35         35        15      1       1         1       1            1      1         1  // 4am
    2    2     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 6am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 8am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // 10am
    2    3     100      100 100  100        1       80       1        1       1       1         1            20              1          1         1       1       1         1       1            1      1         1  // noon
